"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW1";"RotaryEncoder_Alps_EC11E_Vertical_H20mm";1;"CTS 11CEK25F243A";;;
2;"D1";"LED_0805_2012Metric";1;"LED";;;
3;"R1,R2,R3";"R_0402_1005Metric";3;"1k";;;
4;"J4,J2";"PinHeader_1x04_P1.27mm_Vertical";2;"Samtec MTMS-104-02-T-S-100";;;
5;"J1";"PinHeader_1x05_P1.27mm_Vertical";1;"Samtec MTMS-105-02-T-S-100";;;
6;"J3";"PinHeader_1x06_P1.27mm_Vertical";1;"Samtec  MTMS-106-02-T-S-100";;;
